instance;optimal;time;heur_time;value;heur_value;heur_gap
taxe_grille_10x10.txt;true;9.234;67.52799987792969;97.0;90.0;7.2
taxe_grille_10x5.txt;true;0.715;8.09600019454956;136.0;128.0;5.9
taxe_grille_10x6.txt;true;0.766;13.872999906539917;90.0;88.0;2.2
taxe_grille_10x7.txt;true;4.593;1.3050000667572021;115.0;95.0;17.4
taxe_grille_10x8.txt;true;0.876;11.86299991607666;69.0;63.0;8.7
taxe_grille_10x9.txt;true;7.722;12.421000003814697;109.0;72.0;33.9
taxe_grille_2x3.txt;true;0.019;0.026999950408935547;10.0;10.0;0.0
taxe_grille_3x4.txt;true;0.03;0.19299983978271484;9.0;9.0;0.0
taxe_grille_4x5.txt;true;0.06;0.5709998607635498;18.0;17.0;5.6
taxe_grille_5x6.txt;true;0.113;1.0869998931884766;38.0;32.625;14.1
taxe_grille_6x10.txt;true;0.597;0.7200000286102295;39.0;37.0;5.1
taxe_grille_6x11.txt;true;1.178;3.259999990463257;86.0;56.0;34.9
taxe_grille_6x7.txt;true;0.253;0.812999963760376;34.0;31.0;8.8
taxe_grille_6x8.txt;true;0.303;2.18500018119812;37.0;35.0;5.4
taxe_grille_6x9.txt;true;0.943;0.6459999084472656;39.0;29.0;25.6
taxe_grille_7x10.txt;true;0.631;0.9489998817443848;77.0;67.0;13.0
taxe_grille_7x11.txt;true;1.08;10.190000057220459;105.0;88.0;16.2
taxe_grille_7x8.txt;true;0.358;0.8779997825622559;42.0;39.0;7.1
taxe_grille_7x9.txt;true;1.127;2.430000066757202;58.0;51.0;12.1
taxe_grille_8x10.txt;true;0.712;23.83399987220764;35.0;35.0;0.0
taxe_grille_8x11.txt;true;16.75;46.1489999294281;79.0;49.0;38.0
taxe_grille_8x12.txt;true;7.536;2.554999828338623;99.0;89.0;10.1
taxe_grille_8x13.txt;true;3.016;48.24300003051758;64.0;51.0;20.3
taxe_grille_8x14.txt;true;4.164;16.72599983215332;50.0;45.0;10.0
taxe_grille_8x9.txt;true;0.503;28.363999843597412;30.0;29.0;3.3
